City,2000-01-31,2007-03-31,Percent Gain
Saint Louis,30691.90405341964,54538.53315245342,77.69680583364405
Silver Spring,103612.1285042434,260241.76726422983,151.16921254404275
Saint Paul,50100.514343502575,100661.57469076896,100.91924406325687
Spokane,69292.50792171809,117405.66818456928,69.43486634544405
Newark,41410.27249847832,113963.8931706015,175.20681776433435
Reno,81805.02821234195,173204.5968954846,111.72854613031377
Saint Petersburg,31241.394374933112,81631.02829014526,161.29124491204797
Irvine,196892.76444027736,505397.22677558655,156.68654112928894
Lincoln,76903.04305938596,100892.62784469094,31.194584545607352
Toledo,12785.512164504096,18192.96959846999,42.293631763758356
Chandler,111606.36669809358,223442.3936432102,100.20577701238524
Tallahassee,56825.433742666624,107219.2287502815,88.68176041703903
Lubbock,43522.29345959637,61532.37437160037,41.381277226862004
Lawrenceville,104565.32329651176,138840.97373918805,32.77917512432125
Chula Vista,130290.31007317729,344470.40619597986,164.3868189449459
Richmond,31231.092804085256,60307.58471586412,93.10110310317236
Gilbert,137212.71132400338,273048.2284420593,98.99630712587883
Winston-Salem,48208.44724692446,60700.97329161325,25.91356236947826
Madison,74786.87544696829,116801.11181375785,56.17862240625635
North Las Vegas,97390.50953868015,206381.3429490072,111.91114403918343
Lakeland,36052.5243420697,75792.65061331133,110.22841533697783
Fort Myers,59809.95958648317,139274.68104940403,132.86202166382935
Irving,61235.5786963909,81184.70168394591,32.577667121370354
Mobile,31630.469502872817,46501.65510247351,47.015380528101325
Glendale,68091.06331867819,146632.1239499011,115.34709079756458
Pensacola,43757.419621514935,71609.56146690792,63.65124380345879
Anchorage,80859.56500602784,141162.80823931453,74.5777487533989
Chesapeake,87458.56582368955,187087.2043164518,113.91524381226046
Sarasota,64560.58613348496,151768.11624932717,135.0785910393264
Fayetteville,20149.96567944187,26232.465755591355,30.186156010951404
Hialeah,60799.96662368323,161177.67223350078,165.09500117178968
Garland,61376.055219506605,79462.17343390264,29.467710412004266
Kissimmee,68740.90035642959,156660.15831610988,127.89948561018068
Arlington,108965.6610603604,284015.8238907838,160.6470893004138
Scottsdale,111143.38498250986,231666.7677769851,108.43954663918277
Norfolk,50150.9638522071,120154.56544041664,139.58575511032524
Santa Clarita,141824.90144231185,355121.5117806412,150.3943300289118
Fremont,181236.2649873184,401502.2364881222,121.53526310874727
Greenville,33781.33415916754,42786.0149429352,26.655787901508866
Boca Raton,63333.668060743046,150662.36681763883,137.88669033528774
Grand Rapids,39808.55401453173,53323.02997663632,33.94867333581435
Bradenton,48771.31695511645,114205.81327519064,134.1659409777526
Little Rock,30837.719053160465,45819.57477183931,48.58289192158458
Gainesville,49738.20934064256,102082.9447677227,105.24049040162713
Port Saint Lucie,65593.11061006693,171869.27193994776,162.02335937635812
Tacoma,92472.8956392273,180195.46797891727,94.86301011047584
Woodbridge,100947.8829763248,273335.2174653005,170.76864754994966
Des Moines,28620.56428038445,41321.7440488536,44.377810458384644
Savannah,33011.36532724868,56650.431198265294,71.60887057132457
Santa Rosa,125693.56135675393,296971.5876159747,136.266348419459
Akron,20769.85405169501,27131.364326241863,30.628574754128792
Yonkers,74198.58435631191,180216.16201996172,142.88355847132968
Eugene,106999.7613067323,186185.76600166343,74.00577695489574
Corona,145367.16957557673,402005.8421674301,176.54513969086145
Dayton,10062.22095401626,12618.899144578872,25.40868663336331
Syracuse,26878.47853933142,41217.62083453581,53.34804302342428
Alexandria,109620.0042148746,274337.51264029864,150.2622715672849
Oceanside,113067.7217950765,286266.05931960576,153.18106244188172
Trenton,27428.912434362515,65159.18179347349,137.5565635327308
Wilmington,43838.53690017025,79126.1884153016,80.49459222484752
Murfreesboro,83880.75153410253,113476.27172883866,35.282850538962784
West Palm Beach,42045.62496715992,116175.91391779316,176.30916179396382
Worcester,74385.4177185602,161436.37271674603,117.02690885940324
Fort Collins,125822.71536378084,167136.77378178935,32.835134974285516
Salt Lake City,92895.17707692044,124895.43542480156,34.44770692603749
Beaverton,140929.6295867824,243786.08852362508,72.98426827518566
Glendale,146227.96305431574,386750.4283356212,164.48458985369604
Reading,15046.7328455139,27232.673881713952,80.98728914319247
Huntington Beach,200205.36816653257,476068.8494036174,137.79025196148544
Cape Coral,58915.679152295794,158741.08616828304,169.4377599517111
Hayward,121734.81127592108,314015.3701749697,157.95034869954358
Salem,99210.18723727684,162415.60217318207,63.708593538624704
Clarksville,62849.04753423902,84646.28883719366,34.68189600022165
Grand Prairie,59739.53345460771,77774.74166774089,30.18973729822814
Charleston,73409.43041273911,147259.92738128468,100.60083091957885
Aurora,55362.24396420581,89069.67019153829,60.885223960802335
Peoria,99406.20425530022,206968.00128473944,108.20430961551794
Providence,41984.22472839985,110629.71264880702,163.50304993001942
Henrico,73862.84525059213,132295.91855878275,79.11023886224066
Fredericksburg,92144.17700853976,219597.5996577801,138.31956265389204
Chattanooga,41166.59658375396,58407.70163637751,41.88129814799313
Cumming,129754.58378833484,178242.98310990538,37.36931513777453
Elk Grove,149271.60881222074,358333.4631807909,140.05466681314041
Rockford,27530.696250287725,39648.09511930444,44.01413883199585
Erie,41323.881422586135,53589.02139049727,29.68051292782834
Edmond,92152.97041994182,128524.94930777908,39.469133465899
York,38980.85605784752,59964.10298588876,53.829620614032024
Allentown,44383.00315228765,82145.92616339408,85.08419964627831
Tempe,86898.04894092586,179857.4304116642,106.97522280843499
Escondido,117831.6602581366,301869.1317241776,156.1867761710781
El Cajon,104820.90593223642,263059.9526158921,150.96134237377464
Rancho Cucamonga,132752.33909103408,373451.4997084169,181.31444030701775
Newport News,58696.442865735145,119886.62740316176,104.24853968986802
Conroe,62990.8763844205,83677.38546379023,32.84048463324143
Boynton Beach,57945.73205598405,143016.86659633252,146.81173491458753
Harrisburg,17341.570439158368,27732.17783855596,59.91733814334912
Ann Arbor,107765.56923884856,146061.30035456162,35.536147014484264
Everett,135519.74153559824,244033.72729641816,80.07245625709487
Sugar Land,120223.49552125589,148963.27131306689,23.905290448595974
Naperville,151260.91435757652,247189.25144469985,63.419117552305316
Fairfax,152610.55949495666,358170.8401373837,134.69597472330886
Pembroke Pines,53152.690839772666,139832.22300409418,163.07647043799642
Topeka,39139.82597035547,56587.22645257323,44.577102860478824
Lakewood,124417.97667198708,165744.05405508215,33.21551956438438
Pueblo,52373.33099785845,67022.01762961764,27.96974405228907
Visalia,71336.0691115552,167982.28168263356,135.48014878692462
Cary,139007.28799873168,176294.48220592667,26.823913151614896
Schenectady,53355.19191417487,102602.37570324868,92.30064033560397
Paterson,61245.245936644125,166652.1246296816,172.1062216030235
Clearwater,41802.46938021659,97061.635601694,132.1911529169837
Sunnyvale,268533.7441933388,501035.5626526225,86.58197470031446
Springfield,51044.05816213597,98670.9605196482,93.30547780160914
Macon,15095.788567984298,19203.88163489513,27.21350427246594
Roseville,161957.65863214305,356551.50911841047,120.15106425331292
Albany,71752.50038306019,133046.98082430477,85.42487037248306
Mesquite,56600.99956827115,72538.15798441188,28.157026444237275
Bellevue,159637.0680253134,310016.08025130053,94.20056011185432
Renton,143818.0588807449,272234.9644780434,89.29122434045837
Pasadena,42874.84993602719,58266.82570101763,35.89977758046159
Surprise,111380.18136954131,222562.35941402536,99.822227507064
Pasadena,133753.06759101935,370641.68742883694,177.10892475539987
Newark,74707.07383391596,141877.6126641448,89.91188569312479
Santa Maria,113513.39273770509,314931.34123557905,177.4398100876868
Richmond,98976.89289144165,134239.8478528588,35.62746205833491
Thornton,138777.3442017457,179840.07991603576,29.588933230049186
Torrance,218761.67513278237,515241.02846098767,135.52618535593606
Kent,129856.02042953973,239419.40261226596,84.3729707874235
Summerville,77185.60811804386,132469.9278775933,71.625165762768
Bridgeport,32610.179119148983,78251.47634817199,139.96027762454707
Manassas,106148.70368205605,263357.2313233499,148.10216440530044
Canton,26236.34062436359,32520.90051212345,23.953644975640742
Frederick,97141.56572901836,221561.53961955145,128.0810875929356
Saint Augustine,70547.48217479583,158171.9897562721,124.20642789826091
West Valley City,109824.30037034776,150805.54137172335,37.315276184942036
Orange,162139.06566604954,445168.9509448029,174.55995821617543
Metairie,61390.245574485096,82262.10030081624,33.99864999889473
Decatur,50850.096461186375,71375.78907355382,40.365100640535864
Pearland,114490.20728576688,144782.4624342452,26.458380910141077
Lake Charles,28607.04907039032,46828.32663054147,63.695061714740284
Hampton,61638.53074768746,127075.86155087988,106.1630282380595
Miramar,59296.92342938703,165960.4224032392,179.8803256645701
Concord,69608.65352354698,87798.95830235112,26.132246291261453
Carrollton,110729.00424442044,139836.65073225295,26.28728280043142
Coral Springs,45576.42337882928,123217.84903578182,170.3543628502841
Murrieta,155100.13281555625,383168.8114170928,147.04608852447203
Elizabeth,51822.81810508224,142262.33817798583,174.51679275626702
Clovis,99456.06157334514,261081.4281552365,162.50931720506415
Concord,102112.5042428244,271302.839662022,165.69012450900385
Melbourne,56255.47076462257,137645.8197719683,144.6798825093643
Hamilton,44445.43876422352,56591.90456020064,27.328936632648215
New Haven,27332.88984901973,67349.62413623628,146.4050618440249
Gainesville,54693.36465564426,78886.32557608209,44.233813503264074
Boulder,143448.04552798535,212021.5144143164,47.80369689523096
Tracy,178824.04564135853,424600.21225344326,137.44022272318026
Broken Arrow,80172.25156303964,99193.4694442709,23.72543805418117
Bend,88398.173591868,225306.8871718601,154.87731026219603
Lakewood,56021.56038248944,125823.22355515008,124.59785606842613
Riverview,72666.80272485079,171741.75472867195,136.34142178920888
Rochester,73050.71679479638,102037.78835832448,39.68074898560467
Puyallup,137326.704519805,250394.456947424,82.33486183403795
Flint,4281.135076600973,5541.092204750185,29.430445561870975
Simi Valley,182178.25188263727,452146.79930739856,148.18922930420925
Sparks,105295.95513011892,212003.99989434917,101.34106731105325
Santa Clara,210296.5363786965,414673.4765165199,97.18511947804349
Temecula,165409.37133979247,410382.74528659234,148.1012665501055
Norman,45174.003776006975,65737.28171394952,45.520158097795616
Thousand Oaks,209622.3618995859,501817.7022493219,139.39130238867574
Independence,30707.77008925632,44743.00268139835,45.705801988704195
Joliet,51902.28124267258,83770.1290340356,61.3997054240502
Richmond,84945.12327555969,203435.08627140967,139.49001240656483
Charlottesville,92616.71431378966,173357.05051083546,87.17685225098121
Arvada,149613.8509092163,198683.8921293036,32.79779306654058
Stone Mountain,41251.83092879927,55113.905199477565,33.60353700325269
Athens,50752.64813215103,72326.89437804236,42.50861194418025
Westminster,133893.67898888723,173982.36913236536,29.940689094669935
Tuscaloosa,37047.36208670325,51622.942215609066,39.343098423024216
New Port Richey,40330.11875316603,91299.00483852066,126.37921152005886
Spring Hill,63316.78587817191,142556.32176062983,125.14775471219122
Elgin,70866.61336951175,114052.80907077465,60.94011502437971
Bowling Green,54797.07731749381,81158.35840273667,48.107093253360624
Largo,44314.50205070988,101443.9134370432,128.9180939480243
Falls Church,96260.43549782048,243443.9914751807,152.90140255047228
Hartford,3995.496254994171,8164.853478531859,104.35142363920873
Toms River,66558.12126403426,163782.2599781966,146.07404305851247
Vero Beach,48559.11645267337,110826.95716581476,128.23100019504844
Berkeley,160626.81467273863,370693.72035151394,130.77947546103434
Bethlehem,59234.471136488886,125713.24829233532,112.22988216213685
Gresham,119041.34194416644,194750.75549353915,63.59926082224647
Palm Bay,55449.87424898919,142450.56219826677,156.89970288952196
Delray Beach,32761.057832965547,83431.71930572788,154.66735454975264
Laurel,94873.09631405564,229192.68428324012,141.57816408199673
Cambridge,167950.05479839045,275149.9368759525,63.82842935433768
Carlsbad,149987.74541354022,338250.7984245775,125.51895656006158
Franklin,129831.91494102184,195159.563845856,50.31709571141292
West Jordan,129878.24945910533,179667.36792899284,38.335224471565255
Vista,126613.3260202398,324603.3232899858,156.37374318568672
Fairfield,124881.4933452575,333872.3351795375,167.35133143906836
Hillsboro,136171.5650968548,232103.50975159,70.44932221091946
Richardson,109552.2667984336,136948.23757296384,25.007214889433914
Lehigh Acres,20030.233161192536,51621.01274781701,157.7154860475107
Manchester,76494.46374143666,161622.4998082237,111.28653225746277
Lowell,46748.78725088551,96466.58789068872,106.35099553060914
Santa Barbara,236809.94102172105,553993.0042996757,133.9399274833912
Waterbury,39178.31926081688,80755.35346416775,106.12255703611307
Ventura,152128.0821512263,383325.2098671011,151.9753121491719
Lexington,61548.11514909739,89223.29252484541,44.965109506125756
Ashburn,177168.6658822141,396519.3728033811,123.80897368555934
Antioch,101930.29232718014,267377.770509092,162.314336989098
Redding,61057.16364698012,152794.92168797666,150.24896762549477
Kennesaw,98088.01970401275,131934.34241138384,34.506072005026354
North Charleston,32176.67887513441,60197.73537836313,87.08498665125728
San Leandro,142939.6197648948,364476.87609008927,154.98659971922132
Vacaville,138969.10648137113,355323.1829261776,155.68501656431732
Winter Haven,43303.68587419756,87754.77523995399,102.64966703964235
Grand Junction,93051.30402608716,160014.6320611843,71.96387921261564
Miami Gardens,36575.05365342648,102591.20682300963,180.49502755383796
Centennial,185267.5636710362,244467.52947078392,31.95376709593054
Menifee,96343.5448818354,252404.46924836305,161.98378890659995
Bothell,186948.0224362212,339313.65008688107,81.50159903544348
San Mateo,216496.78892844688,426727.4050683966,97.10565093389529
Douglasville,58821.77155560754,81067.67855034223,37.81917206234493
McDonough,87894.47490237914,115765.66631491351,31.709833232964634
Lynnwood,161245.2720874374,290537.27190046123,80.18343616482196
Springfield,157882.35327646998,398950.9377167381,152.6887454091399
Dearborn,50008.65139965496,70410.18233786145,40.79600302588293
Burbank,158945.47323178675,430781.6200293456,171.02478055549662
Baytown,42821.394282076006,56704.92922933796,32.42195911652803
Davie,55410.22294639368,152221.1855126218,174.71678946299738
Auburn,133035.10606868824,248010.53379014108,86.42487770264873
Edison,107846.20943203504,237936.7483027913,120.62597244341688
West Chester,124069.931877102,235263.5746076957,89.62174883817701
Rockville,138920.3390196449,351680.66256420367,153.15275289853133
Longmont,139831.26816106655,179236.21948439418,28.180357542018797
Sandy Springs,86285.0077348383,112497.51527705374,30.378982664947852
Missouri City,82691.62716606249,105114.3755325714,27.116104900776982
Gaithersburg,105740.48117326749,268977.87029605435,154.37549301038675
Woodstock,110964.21282599884,147983.83847199797,33.36177016282627
Daly City,189636.72244755656,435596.000708457,129.70023689843075
Idaho Falls,63480.0819692408,100712.61331471168,58.65230508604551
Apopka,70220.36260506247,160878.56778095817,129.10529341151508
Lithonia,38796.15327308195,52808.36775148415,36.117535622080176
Brockton,67520.14757418356,173229.10889878,156.55913845338577
Longview,42313.83165573767,61333.66302147906,44.949442348982686
Plainfield,132555.27008857945,198726.33638825172,49.91960429446054
Parker,179431.02180255725,244014.2336566401,35.993336718078275
Roswell,126802.83334911746,180154.51173197175,42.07451598180367
Midlothian,103939.05758651505,187796.3515466291,80.67929025651819
Federal Way,112914.29288097564,212061.80323598845,87.80775916431185
Anderson,31604.50546846448,42734.32761653026,35.2159351430805
Fayetteville,63290.74352022566,108016.38279004286,70.6669518829785
Redmond,179402.90917355972,338567.9283613436,88.7193077977364
Columbia,107506.4869495725,259386.48948447825,141.27519821771065
Acworth,92278.073713442,125446.2742852309,35.94375048918834
Lawton,24362.38860898485,32941.16091389421,35.21318226467132
Clermont,97245.81687853354,205115.7347771435,110.9249953993873
Lynchburg,50521.332445324166,77457.0853771175,53.31560279203658
Sandy,153293.40093413187,223818.4127279177,46.00655433568826
Redwood City,236761.36175788112,456745.13376041007,92.91371293407688
Medford,97856.43695949129,213593.9281064305,118.27274192994581
Livermore,178267.51189436307,399264.13613971503,123.96909672263172
Canton,102949.16846856588,143482.78018189347,39.37245178012678
Fort Mill,105724.621463222,137055.35379151473,29.634281868005186
Lees Summit,98011.99010992984,134271.65184485176,36.995128549326694
Lynn,84162.49152125769,164445.11080217903,95.39002212243636
Canton,109803.31227860572,137420.87814121056,25.15185133261768
Santa Cruz,155004.0708921896,358032.71334473084,130.98278082886887
Portsmouth,44627.660654665546,95532.77599726547,114.06628668374559
Kenosha,66090.13859925505,96188.90239516443,45.54198921932455
New Bedford,62802.77945369731,144661.62779706132,130.3427158088062
Covington,47830.03210960428,66139.025368483,38.279282809016266
Bowie,123893.87200583324,301803.2134037148,143.59817682468199
San Marcos,136243.31343350664,334126.6071943584,145.24257284554994
Napa,124264.25272422812,326331.9130422307,162.61125455479032
Williamsburg,111728.77189707333,206813.50394736536,85.10317480074505
Annapolis,113227.71372812844,278648.8468121288,146.09597565591918
Highlands Ranch,207396.42437040425,283353.2628043168,36.623986486023384
Sterling,128308.84826066722,313498.06412887166,144.33082237008418
Pittsburg,75286.00576581905,209165.99286947172,177.8285163913373
Johnson City,43649.13688982433,61739.93578594186,41.4459487292518
Mission Viejo,190805.14894617148,480014.91926020937,151.57335738126628
Newnan,74622.51307952544,100747.41999298724,35.00941717899586
Sunrise,29971.57108871813,80362.47530760031,168.12900488173034
Arden-Arcade,72118.00469485285,183188.77477126816,154.01253895803163
Spokane Valley,83868.74212091093,141198.9856196948,68.3571042667275
Livonia,91861.65122201778,115563.4948928352,25.801673881882547
Humble,47548.57526524284,63658.50477993322,33.88099312087369
Loveland,132056.26125495436,170544.34055576078,29.145213513579215
Cleveland,38498.8552323494,60596.06556792724,57.397058178005864
Valdosta,34590.95132348008,45538.48821472987,31.648556840408947
Flagstaff,99186.33843197564,217046.1313201797,118.82663958709911
Apex,148636.3567896394,190513.9712902856,28.17454316369874
Plantation,53508.67517156276,145380.48308867612,171.69516461124928
Fort Smith,37115.631108408015,52475.80418278284,41.38464742660728
Holland,71217.43194744395,89274.071903934,25.354241879734207
Port Charlotte,37739.17776386751,93283.63302840512,147.17982360950467
Santa Monica,155179.2665415344,383283.3844933568,146.99393999956132
Goodyear,125757.83109368736,255029.81063673875,102.79437743065563
Lacey,110772.94395484762,209480.6241193672,89.10811308287879
Dallas,53127.22695725221,69605.03163649132,31.01574394706814
Fort Pierce,29347.721542051208,75518.51423848612,157.32326146777217
Manteca,126210.32170331794,326029.7632066042,158.32258313468293
Glen Burnie,81698.66658974711,196128.20154683173,140.0629162428033
Fall River,71688.7068539759,159581.8392231937,122.60387476126331
Monroe,9113.18203945086,12927.924341610924,41.85960826466639
Florissant,47237.582096283375,77062.74975532245,63.13864159737699
Palm Coast,69780.99472285717,162378.38646281514,132.6971507180696
Albany,19620.07837854913,26420.847166457545,34.662291641728494
Herndon,136488.96137871165,332615.09370883025,143.69376860150146
Conyers,53748.2230260913,73465.11889850868,36.68380973794445
Nashua,95544.0711046672,186682.2508318139,95.38862921939564
Leesburg,144427.94546486955,331117.9908177233,129.261719227505
Deltona,56229.0845930571,139520.97640133905,148.12955325715268
Ellicott City,156416.00602113456,364239.76949868986,132.86604661768098
Waukegan,47840.543784871785,72970.86579517632,52.52934022512361
Bloomington,91119.06514760946,157775.79007768343,73.1534337211346
Duluth,113586.73583390386,152486.32978964006,34.24659901541538
Sanford,48754.30493094422,118798.0464724885,143.66678315023563
Morgantown,55979.09239101963,88255.03768778197,57.65714290491098
Mount Pleasant,106501.41109895184,201800.6300191891,89.48164905692519
Clifton,102881.2056762139,238332.19098161344,131.6576574070183
Newton,268590.33036336803,436842.331729862,62.64261306014656
Warner Robins,42448.87427433895,52933.27465495336,24.698889098579468
Waldorf,113050.00616865284,265569.58837805,134.91337805135717
Walnut Creek,188043.3647430342,418043.8338279533,122.31246202131105
Quincy,122854.17638056978,236530.5055390988,92.52947885661598
Town 'n' Country,47994.85040729844,116989.31916508234,143.75389895431803
Saint Cloud,74761.24635366716,172950.20060071512,131.33670054476246
Jonesboro,44462.88186729855,60314.22941900889,35.65074256549403
San Ramon,250027.5458908223,544143.5209072322,117.63342873622386
Citrus Heights,80170.99789746596,202027.1818625383,151.9953439034391
Mooresville,98394.37940689916,132366.70857615536,34.5266969252048
Brandon,70209.91381041189,154899.65575462932,120.6236232861722
Charleston,17911.094221894367,24532.374514769763,36.96748066224564
Lawrence,52005.50374046278,116869.21530996008,124.72470585652692
Sioux City,24632.510244815203,34107.23502060934,38.46430867835906
Buckeye,78950.36130823246,174767.4024905729,121.36365127989505
Bloomington,71468.12205250569,89915.97099625028,25.81269580609864
Danbury,81159.5901064127,168839.61384787408,108.03408891851154
Rancho Cordova,86974.74369093477,231155.6133159854,165.77326187634208
Germantown,97241.7723218606,251149.83023546348,158.2736042738737
Newport Beach,229931.67711060683,594494.6245134576,158.5527283513357
Brooklyn Park,83243.83213169492,149245.3037696823,79.28692126231111
Pasco,95196.81689369636,142974.53333489527,50.188355031398736
Alpharetta,122225.2363920899,170992.0682438596,39.899151182926886
Westland,38681.48621244714,52285.71119678609,35.16986113103717
Avondale,97648.01195295724,203421.94903637024,108.32164932796636
Cicero,33650.294897013526,72917.77697680071,116.69283196466785
Kirkland,140099.11682078935,266894.43547274295,90.50400996756206
Springdale,57787.51596531092,95387.44720572424,65.06583751235138
Deerfield Beach,26639.95139625243,74035.67291958709,177.91219217465257
Battle Creek,21148.363920622174,28912.91566106816,36.71466865989868
Snellville,94959.79707948316,126933.09591887298,33.67035295223677
Decatur,18943.10506378604,24713.42493526201,30.461320105895528
Covina,142304.78608649698,392045.502085451,175.49706012498717
Watsonville,119405.44791285922,320888.24743113754,168.73836415346665
Camarillo,195374.32631010312,466575.3973184239,138.8110076335534
Arlington Heights,93175.62906676388,167344.70452101607,79.60136807995922
Smyrna,76846.25082488194,110276.25453471905,43.502452430656334
Conway,51130.73351824494,74040.13739884041,44.805545127610436
Wake Forest,131806.13012361008,165382.26865002632,25.47388235655501
Mountain View,229222.1180213325,420374.9205131135,83.39195368310462
Des Plaines,74549.7522253553,138941.29030971488,86.37391294032928
Oviedo,98891.27853329857,231764.2210094315,134.3626500201351
Alhambra,132659.76232527854,357196.2160771552,169.25739185429768
Evanston,79365.20454207528,145758.21102475296,83.65505622489712
Cranston,89319.31576204393,206835.012952834,131.56806698325397
Westerville,109359.98886916754,140175.8520771811,28.17837083440089
Maryville,56654.20996381149,88132.92185822496,55.562882113299004
Upland,147792.7005688642,404492.4202017828,173.6890378515744
Wesley Chapel,97674.81968068464,202140.06563213724,106.95207453975036
Kingsport,40690.613745420254,54860.5813792683,34.82367634585724
Schaumburg,79421.42412264038,139432.12609089923,75.5598412282207
Lexington,33257.04748275171,45102.26291353541,35.61715885009651
Lakewood,155278.46380677092,428133.5516779152,175.71985269682094
Salisbury,37701.08915754472,51570.44309398965,36.78767443160036
Sumter,11044.420011046996,16490.3252963654,49.3091106628617
Johns Creek,140900.06322207037,199357.11327637875,41.48830647589927
Turlock,94458.7916715156,263472.32267562323,178.92832208976296
Mechanicsburg,98806.77698209204,150457.44224965363,52.27441562730346
Tustin,146863.44914571792,394859.5407711345,168.8616827862696
Milpitas,218553.0809212971,444225.604132107,103.25753462705775
Lodi,82913.02266129735,224567.32046334527,170.84686247745515
Orange Park,66818.95620273627,124317.15568103812,86.05072983158522
Bethesda,194607.4825083263,465678.29972118576,139.2910558828393
Plymouth,128894.15377334114,214842.59429812487,66.6814110715394
Marysville,150098.62018937076,263962.1431299047,75.85914034178256
Lake Forest,154549.4760936203,406604.6507924172,163.09028090532723
Porterville,46959.49434590557,116518.45367840464,148.125443643249
Plant City,45085.80918185284,108361.49875464728,140.34502368045128
The Villages,100753.51544879009,200371.5163636609,98.87297775282448
Chesterfield,86414.17540992764,154512.95709337576,78.80510501940708
Dalton,37713.51381896588,56161.262029062425,48.91548503979306
Rome,21850.076191252083,27983.443139438885,28.070231401034484
Folsom,175520.7314965375,388877.01008225465,121.55616989889654
Venice,76385.0826900788,179566.62433076676,135.0807487625979
Layton,120389.72863875712,153912.2951200219,27.845038659280476
Rogers,46867.11669787146,77500.88366831208,65.36302876902154
Castle Rock,163312.22192274797,224251.0343000333,37.314299970832174
Olympia,100817.4484262853,194088.8122912302,92.51510063076248
Winter Park,58096.00079143406,142326.091649643,144.9843185602342
Tulare,61144.10480519791,146844.0717534039,140.1606372703335
Suwanee,166235.54733622874,225182.972044024,35.460180239649915
Glen Allen,104299.79168562496,187189.6926130484,79.4727387157837
Springfield,92330.54965558078,158749.9278553518,71.93651337237155
Spring Valley,97630.10353419256,269024.36879964726,175.5547306220238
Jupiter,93967.12511623943,226496.99442432463,141.03854847548308
La Mesa,122309.78854792696,309350.88204557385,152.92405924187747
Hagerstown,47929.55126390652,100252.5252231436,109.1664173343493
White Plains,103139.41411980026,223904.3036969353,117.08898155739193
Pleasanton,240388.0617480383,501792.4526682074,108.74266759310159
Bremerton,73607.58098264955,160410.68951277295,117.9268593958878
Buford,108620.40515704532,150457.7361248075,38.517008758412416
Milton,24148.846418692538,44562.05255532317,84.53077129526854
New Rochelle,141720.17614418207,329206.3498668406,132.2932124582709
Brentwood,239021.939123464,573961.4344211095,140.1291850136972
Pawtucket,68452.61196689402,175244.1075826426,156.00791927033632
