RegionID,CountyName,2007-03-31,2012-03-31,Gain
90795,Dallas County,184407.44496806475,174539.52994805682,-9867.915020007931
96018,Los Angeles County,439375.57675506646,204494.4933142884,-234881.08344077805
94903,Maricopa County,269459.3983316613,92665.84469138055,-176793.55364028073
94957,Maricopa County,493740.3323198136,259980.53401506715,-233759.79830474645
73198,Osceola County,301276.3140839639,125319.51392770496,-175956.80015625898
97003,Orange County,590474.0266701985,288969.5021572176,-301504.52451298095
76534,Franklin County,174965.75008262033,145535.49395423848,-29430.25612838185
94799,Maricopa County,222706.49953593896,94065.94022198844,-128640.55931395052
67010,Washington County,218057.56979609447,139400.70506084737,-78656.8647352471
67657,Chesapeake City,404760.90696353145,326857.1390616973,-77903.76790183416
96868,San Bernardino County,394700.7017644981,162179.153132088,-232521.5486324101
87073,Johnson County,198033.4387044076,186160.54189431,-11872.89681009759
63776,Tompkins County,181804.3720900258,217726.3629004504,35921.990810424584
62120,Queens County,76870.58119432106,58006.84277107084,-18863.738423250215
66683,Montgomery County,639681.9702934893,520045.73457509145,-119636.23571839783
84629,Cook County,53422.13407632433,29057.570170832827,-24364.5639054915
72371,Miami-Dade County,271347.27914195374,92630.15995205886,-178717.11918989487
97545,San Mateo County,810884.9493525769,519806.4242407009,-291078.52511187596
61788,Richmond County,469097.8844036508,406842.3414283912,-62255.542975259596
84611,Cook County,151386.11783828228,72828.84767484128,-78557.270163441
97931,Santa Clara County,704124.5488667825,363191.11876906455,-340933.4300977179
62190,Suffolk County,395672.0114403751,271134.31098226807,-124537.70045810705
70839,Dekalb County,128207.29585490769,52097.56919408666,-76109.72666082103
94384,Davis County,188725.72976216755,172444.89942134416,-16280.830340823391
58660,Middlesex County,371958.5741609277,290855.29531616543,-81103.27884476224
99961,Clark County,319284.504033522,197901.4940101973,-121383.01002332469
77094,Medina County,163847.31043939246,190030.37725391224,26183.066814519785
62118,Queens County,607938.005044546,487307.7015079204,-120630.30353662558
71038,Fulton County,165955.36135293997,71903.37681600532,-94051.98453693466
67730,Virginia Beach City,220979.9326157124,183514.2203507875,-37465.71226492489
95811,Clark County,257209.288331312,69316.80963126774,-187892.47870004427
95314,Bernalillo County,216677.2399261915,178708.77314791945,-37968.466778272064
70294,Lexington County,205230.46011543483,190499.73098086036,-14730.729134574474
76231,Warren County,105972.29619617116,95639.57122593511,-10332.724970236042
96865,San Bernardino County,343716.14705936663,127435.9524624254,-216280.19459694123
97471,Monterey County,707296.5133080023,249552.1295084124,-457744.3837995898
96855,San Bernardino County,402876.5999223822,141899.32933550118,-260977.27058688103
96003,Los Angeles County,507284.2943424993,261130.7520189293,-246153.54232356997
70909,Douglas County,176510.5478508028,99784.47521827044,-76726.07263253236
65810,Philadelphia County,44684.991866654855,34402.98167706544,-10282.010189589411
90669,Collin County,230632.7046359384,217362.1150368497,-13270.589599088707
62199,Suffolk County,379814.2716713075,228524.1464506172,-151290.1252206903
69778,Mecklenburg County,136150.11086005322,101887.2750273833,-34262.83583266992
69336,Guilford County,103817.99159187656,86960.98341222075,-16857.008179655808
90666,Denton County,194667.34449576517,183430.73904466908,-11236.605451096082
94883,Maricopa County,158139.47684672274,51437.94623223867,-106701.53061448407
70842,Cobb County,282593.8152520792,243767.4213310461,-38826.39392103313
96962,Orange County,806670.8328992209,522543.05836628977,-284127.7745329311
72365,Broward County,452537.0695559057,250730.0845206516,-201806.9850352541
74185,Rutherford County,195601.1198337568,180874.8051396921,-14726.314694064698
96572,San Diego County,484383.5429435123,265277.1837103082,-219106.3592332041
70953,Cherokee County,222839.66661736503,160913.29443598248,-61926.372181382554
72622,Palm Beach County,297514.9049880884,127729.37918640708,-169785.52580168133
94890,Maricopa County,355749.2732193105,176464.39555531388,-179284.87766399662
92003,Harris County,127187.41382611643,116671.9031743258,-10515.510651790639
93295,Denver County,184654.645255013,141577.35974309826,-43077.28551191473
90642,Dallas County,123024.4276119377,109327.03199659854,-13697.395615339163
72199,Seminole County,347153.6123747208,186502.64841864785,-160650.96395607296
96987,Orange County,968636.7425502556,655791.7773618354,-312844.96518842026
98040,San Joaquin County,316315.60293268046,107347.80631194323,-208967.79662073724
94562,Weber County,164470.19349407914,143816.52717781987,-20653.666316259274
84460,Cook County,233229.0569620194,123217.97433541896,-110011.08262660043
97774,Alameda County,849233.5969608155,587313.474931083,-261920.12202973245
91721,Harris County,94468.2566145461,78595.97831605673,-15872.278298489371
91726,Harris County,220324.10087128964,214411.41389265572,-5912.686978633923
72234,Orange County,145802.74010774094,50661.78949142736,-95140.95061631358
74124,Montgomery County,125704.0296707566,131005.32866377274,5301.298993016142
60599,Hudson County,414885.9424738149,248304.14398218805,-166581.79849162683
66142,District of Columbia,225938.85516432417,142296.23126136986,-83642.6239029543
98413,Sacramento County,457414.75504889945,218263.5567898827,-239151.19825901673
98304,Sacramento County,421713.1002965497,232333.00833094656,-189380.09196560312
84648,Cook County,116837.29073970746,50359.21859387386,-66478.0721458336
97995,Santa Clara County,718903.0905622564,364968.6734604471,-353934.4171018093
61638,New York County,161412.0427479529,140861.01400869407,-20551.02873925882
96369,Los Angeles County,623689.9656451739,357236.37788289366,-266453.58776228025
91896,Montgomery County,182991.60359284916,176037.2565228205,-6954.347070028656
90645,Dallas County,145470.84715431658,128749.87567657891,-16720.971477737665
74815,Maury County,131737.83032845418,112470.34326042286,-19267.487068031318
70482,Berkeley County,171319.0985678523,131398.7466427655,-39920.35192508681
75696,Madison County,165210.32735449192,160865.71679429038,-4344.610560201545
71895,Duval County,167109.06006256698,92047.09669839196,-75061.96336417501
72532,Broward County,213891.6686948779,90411.1433304356,-123480.5253644423
60560,Hudson County,397548.2636003516,240708.2419985304,-156840.02160182118
74183,Wilson County,239072.0619768453,221533.374586914,-17538.687389931292
76471,Franklin County,214380.48625097005,199054.8278092628,-15325.658441707259
74186,Rutherford County,188799.55300708325,170685.11525267852,-18114.43775440473
97470,Monterey County,642686.5888708058,197665.06209742976,-445021.52677337604
97506,San Mateo County,796978.3103323936,519645.38215967786,-277332.92817271576
79040,Wayne County,101051.3820561277,43525.91617018672,-57525.465885940976
72243,Orange County,255260.3220292077,96957.62994096008,-158302.69208824763
91883,Harris County,127095.10256200876,105810.9013255838,-21284.201236424953
67724,Virginia Beach City,415327.15736164,334438.9784298562,-80888.17893178383
90727,Dallas County,114354.53931579464,99605.68774037767,-14748.851575416964
58666,Middlesex County,451561.8212920051,395969.6573539396,-55592.16393806547
96728,Riverside County,350150.70037259464,141359.24922290587,-208791.45114968877
92480,Cameron County,101471.8007784551,96098.92028845887,-5372.880489996227
71719,Muscogee County,110098.17884676094,92624.95935941071,-17473.21948735023
96917,Riverside County,526592.5568386157,277037.11827840377,-249555.43856021191
97225,Kern County,272989.5832184865,122257.30128357351,-150732.28193491301
76953,Lorain County,109277.41303756722,83582.84197694686,-25694.571060620365
92517,Hidalgo County,75807.9117437428,74088.1599902967,-1719.7517534461076
84621,Cook County,77220.64837318451,49668.808302794256,-27551.84007039025
93206,Arapahoe County,423577.95938965614,366714.3842539315,-56863.57513572462
62027,Kings County,508563.6262034178,483023.7581964414,-25539.86800697638
97228,Kern County,350008.00562112563,160149.42625004347,-189858.57937108216
96589,San Diego County,538896.32250065,352549.53599773254,-186346.7865029174
62048,Kings County,727143.8332029842,712975.3070063962,-14168.526196587947
70658,Greenville County,195612.26851758172,187495.22778745487,-8117.040730126842
69487,Durham County,206798.3818521963,163932.0733189531,-42866.308533243195
96197,Los Angeles County,522700.01904620446,292926.4709995521,-229773.54804665234
72480,Miami-Dade County,532152.5263458808,317846.5480342129,-214305.97831166792
92654,Travis County,187295.40763112376,187148.1411234977,-147.2665076260455
95982,Los Angeles County,399720.1429858609,169979.53917448953,-229740.60381137134
96192,Los Angeles County,632064.7463699655,362244.752022093,-269819.9943478725
96959,Orange County,758856.4068121086,487633.0347710931,-271223.3720410155
76539,Fairfield County,133565.70401410453,115814.840496886,-17750.86351721853
96657,San Diego County,488942.7910610232,331360.7331632197,-157582.0578978035
71050,Fulton County,152750.57414040214,71992.03329759352,-80758.54084280862
92575,Hays County,167548.88852132772,157853.7638720386,-9695.124649289122
92347,Bexar County,150701.04562516217,141512.74041579306,-9188.305209369108
66679,Montgomery County,410513.592623586,284336.1370089804,-126177.45561460563
62143,Nassau County,389718.84320783947,250967.22243822063,-138751.62076961884
66785,Baltimore County,341676.4628387857,242269.1950756115,-99407.26776317423
84638,Cook County,282600.9347358185,166627.3355171143,-115973.59921870418
94921,Maricopa County,261406.21253485107,95676.70548867168,-165729.50704617938
66242,Loudoun County,562446.0377858373,455365.42111723946,-107080.61666859785
90657,Denton County,210709.3271381381,205779.68600770584,-4929.641130432254
90226,Tulsa County,147078.5499370567,141262.0984646334,-5816.451472423301
61214,Middlesex County,409897.9533940756,311379.0413205013,-98518.91207357432
65816,Philadelphia County,142620.47951085455,116471.89305881062,-26148.586452043935
94757,Maricopa County,222923.12663423063,71624.76671823686,-151298.35991599376
97926,Santa Clara County,1236297.5873204174,1095390.0332610477,-140907.55405936972
67247,Spotsylvania County,368436.70055111527,220748.26177499152,-147688.43877612374
92345,Bexar County,167591.55617602632,162647.98263397432,-4943.573542052007
95819,Clark County,435685.5621273595,172566.99737137216,-263118.5647559874
61938,Orange County,342399.44619840407,244096.87908316695,-98302.56711523712
96922,Riverside County,429552.55177609454,166968.426624631,-262584.12515146355
