City,2007-03-31,2012-03-31,Percent Gain
New York,183548.60126851205,160318.08370085963,-12.656330479832235
Los Angeles,327264.47695339104,190528.4557489406,-41.78150420643556
Houston,62927.298085293616,55709.87327185166,-11.469465610392538
Chicago,57722.00885272126,34833.44431111191,-39.6530976598717
San Antonio,61795.07590846869,57723.24427359892,-6.589249345531989
Philadelphia,34625.34236634906,29394.03638532121,-15.108315538597939
San Diego,295297.3420241655,192534.58445110093,-34.79975704104206
Dallas,46042.76482947857,37840.93838233338,-17.81349681653789
Austin,133821.17467314363,128599.18898361186,-3.9022118153471563
San Jose,435803.484067621,274377.79014273896,-37.04093698797383
Jacksonville,68736.63507780066,38191.73064740509,-44.437590516065896
Charlotte,83513.05795503607,65566.18743844575,-21.48989745562069
Indianapolis,31516.621345586904,26356.153404576165,-16.373798080781043
Fort Worth,70747.66363152287,58842.62416028534,-16.82746660475305
San Francisco,472124.5223574958,359202.5305658656,-23.91784083312768
Tucson,115151.23251340997,64595.73123652369,-43.90356939601043
Columbus,45782.84268312888,33570.29483358787,-26.67494444166827
Louisville,60891.18111708434,55087.98754488653,-9.53043357960025
El Paso,83752.96396418074,82942.03834424845,-0.9682351304953429
Denver,117956.74881987288,102217.70964351446,-13.343059497505216
Seattle,286088.9209993993,205272.51429631247,-28.248701984253543
Portland,189140.81921496056,146454.62186285,-22.568474393460903
Nashville,87507.33602483668,75971.3313929118,-13.182900035547519
Washington,196943.6012266647,175341.5452053589,-10.968650865911467
Boston,211136.7191613084,188763.64119121947,-10.596488407587646
Pittsburgh,32852.94044383819,34934.64529263754,6.336433879816661
Albuquerque,131588.14644997744,112308.98570241909,-14.651137862852437
Memphis,25678.25179051326,14554.366085608364,-43.32026103511679
Baltimore,18444.663016867864,12451.11012346024,-32.49478121625995
Omaha,78580.08245722967,66564.55010235572,-15.290811588819453
Atlanta,48711.4640154962,25259.584976380665,-48.144475870515755
Milwaukee,45114.46318016985,25587.763022966683,-43.282572329900106
Oklahoma City,39327.3384748615,35946.46440305679,-8.596752800766838
Raleigh,126866.177438231,112303.12195335094,-11.479068557867256
Colorado Springs,145705.89076530436,128579.59958003386,-11.754014264843049
Buffalo,29351.232200761267,28612.276784518774,-2.517629962476764
Kansas City,29875.259759679902,19471.797507593536,-34.82300182750892
Cincinnati,41092.95040280887,32230.881049522435,-21.56591158925565
Long Beach,305671.7616132903,175959.2921162202,-42.43521508577269
Virginia Beach,194071.04668572,160096.50445699302,-17.506239497819376
Oakland,227245.92203957005,117281.439838274,-48.39007944096267
Tulsa,36698.0059552532,32836.73561576307,-10.52174427187752
Minneapolis,103465.93687585424,69564.04128965027,-32.766238445104754
Aurora,131695.1830281533,104031.97990368154,-21.00547832380325
Spring,107062.82034650624,98043.54019246662,-8.424287838531564
Honolulu,226938.91240737945,213742.7234912092,-5.814863910373235
Knoxville,74302.68923813342,65183.97827079919,-12.272383490871485
Arlington,94228.35250536531,84942.57706682417,-9.854545040477502
Baton Rouge,56018.19790883281,53841.56936430156,-3.8855740202025313
New Orleans,26557.17002070911,28729.444110396715,8.179614348944853
Wichita,52075.40722169421,49235.656092543366,-5.453152035972608
Anaheim,403763.9075046031,240487.7577788937,-40.43852030628765
Vancouver,213340.43979801636,135762.71942385513,-36.36334510588299
Marietta,119300.3125014798,89124.51695614056,-25.293978626388704
Columbia,62676.88893513133,54352.90880952043,-13.280780630681853
Greensboro,43255.36249679287,36660.35060681299,-15.246691992163663
Fort Wayne,45987.327644921934,42463.13492042543,-7.663399690687744
Lexington,96508.82560625437,88093.45436931965,-8.719794468610086
Corpus Christi,73524.47193953487,66517.70984556078,-9.529836677693272
Saint Louis,54538.53315245342,34147.59845581775,-37.38812453872969
Santa Ana,314696.1299317335,166076.16254863373,-47.22649986682062
Durham,98673.1701723635,85356.05900722946,-13.496182540676005
Silver Spring,260241.76726422983,170871.15813963258,-34.34137804400056
Saint Paul,100661.57469076896,67541.39835453946,-32.902501712271295
Spokane,117405.66818456928,94721.11013463994,-19.321518629124235
Newark,113963.8931706015,66282.28623842167,-41.83922258675516
Irvine,505397.22677558655,352212.3003261581,-30.30980748088824
Lincoln,100892.62784469094,94057.4408987137,-6.774713962747592
Toledo,18192.96959846999,12333.44246509475,-32.20764538554509
Chandler,223442.3936432102,116736.57387999476,-47.755404882388554
Tallahassee,107219.2287502815,72282.3395899632,-32.58453690399874
Jersey City,183151.7794615137,115832.79078620696,-36.75584745790184
Plano,175141.93969372511,168535.69643555497,-3.771936790081598
Lubbock,61532.37437160037,66409.42881358873,7.9259974798556065
Katy,120641.25692357088,117685.66689277934,-2.4498998983937814
Lawrenceville,138840.97373918805,79704.34701577408,-42.59306538320724
Chula Vista,344470.40619597986,191958.76175605183,-44.27423711782063
Boise,158982.5735322967,106822.1127174548,-32.80891713848481
Richmond,60307.58471586412,43681.92032162204,-27.56811514268559
Gilbert,273048.2284420593,141210.27468615095,-48.28376089753108
Winston-Salem,60700.97329161325,51176.47782229732,-15.690844730873344
Madison,116801.11181375785,102258.78838031855,-12.450500862207004
Lakeland,75792.65061331133,38044.1533614118,-49.804957270183955
Irving,81184.70168394591,71933.63217856096,-11.39508960863045
Mobile,46501.65510247351,34719.47223322306,-25.3371258362452
Pensacola,71609.56146690792,46152.688278182446,-35.54954487535797
